Reviewer,Review,Rating,Expense,Type
Yogesh Aykar,Yaa I must say that the food in this restaurant is very good..and tasty...I will like to visit again and again in yourr restaurant...,5 stars,moderate,Mughlai restaurant
ASHISH PATHAK,"Good and nice non veg restaurant near by nerul station, tood at reasonable price with good staff service",5 stars,moderate,Mughlai restaurant
Shaikh Amaan,The food was so awesome and price. But they don't have worthy washroom,4 stars,moderate,Mughlai restaurant
Ravi Verma,Good for take away. Never visited the restaurant. I have heard food is excellent.,4 stars,moderate,Mughlai restaurant
Tkr Shukla,"The food , sitting and staff is the bestest here ... veg or non-veg all type of food is good .... but I'm veg...... so non veg review was from my friend😉😉 …",5 stars,moderate,Mughlai restaurant
afaan barde,"Worst experience i had at Ahmed bhai, the service staff behaves rudely with the customer and gives excuses and backanswers when asked something,even they do not serve fresh food.",1 star,moderate,Mughlai restaurant
Muqsit Mukaddam,"Everything we ordered was good except for the service. And they dont let you reserve a table in weekends, my bad.",4 stars,moderate,Mughlai restaurant
Sangita Pandit,Best place for nonveg. ...family dinner ke liye acha h. ..n I love that food.,5 stars,moderate,Mughlai restaurant
Priyanka,Not satisfied provided recooked chicken too rubbery,3 stars,moderate,Mughlai restaurant
Mihir Baria,"Delicious food, great ambience. We have ordered half thali.",5 stars,moderate,Mughlai restaurant
shakir patel,Nice place to have food with family..speacilly Dastarkhan...good taste.... pricing bit on higher side.,4 stars,moderate,Mughlai restaurant
Rama Iyer,"Rich and delicious food, authentic recipes. Friendly service.",5 stars,moderate,Mughlai restaurant
arjuNa11,"Best biriyani in Nerul. The legacy of Ahmed Bhai.
Best in ramdan. Haleem the best.",5 stars,moderate,Mughlai restaurant
Saili Kanse,It was an awsome experience having food der its apsolutly tasty n delicious every one should go n try it,5 stars,moderate,Mughlai restaurant
Nikhil Vichare,Food not that good....but great team to keep u cool with their management,3 stars,moderate,Mughlai restaurant
zuhaib hasan,Food is average but price is higher side,3 stars,moderate,Mughlai restaurant
Rimpa Nag,Very good quality food specially dum biryani and molpoa,4 stars,moderate,Mughlai restaurant
Padmaraj Senapati,One of the best restaurants for non veg and mughlai foods. Taste and quality is super.,5 stars,moderate,Mughlai restaurant
Alwin Karat,Bhai bhai bhai... Awesome food. Ambience and service has room for improvement.,4 stars,moderate,Mughlai restaurant
Shibu Oommen,Great food. Excellent service. Would recommend to have a visit at least once to savour the food.,5 stars,moderate,Mughlai restaurant
Musa Bhatkar,"It was awsome.....next time when i visit nerul.........
Ill eat nowher but here....very tender meat i loved it",5 stars,moderate,Mughlai restaurant
Qamar Siddiquie,"Best place for gravys and rumali rotis.
Nothing beats this place.",5 stars,moderate,Mughlai restaurant
fazal dolare,Every food whatever we eat is excellent but only services is slow due Sunday crowd,5 stars,moderate,Mughlai restaurant
Jyoti Pathak,Good restaurant for lunch and dinner with friends and family as well. Some what expensive but overall very good Especially non-veg food is very good in quality,4 stars,moderate,Mughlai restaurant
Gulam Rasool Shaikh,"Nice, very Nice,  Food quality is Good specially Chicken Afghani with Romali roti Yummy.",5 stars,moderate,Mughlai restaurant
Pompi Chowdhury,The food is very delicious. Ambience also quite good. Service is okay,5 stars,moderate,Mughlai restaurant
Parth Mahajan,An amazing place to have lipsmacking Mughalai Food. Service is fast and the items on the menu are a delight!,4 stars,moderate,Mughlai restaurant
Vishal Mhatre,I had eaten biryani there..Tandoori biryani was superb.one of the best non veg hotel in nerul.,4 stars,moderate,Mughlai restaurant
Hatim Parkar,Last night I visited to this amazing place the taste is amazing non veg food is too good 😍 …,5 stars,moderate,Mughlai restaurant
Shreyash Mane,"Super awesome taste, arguably the best ambience providing place in nerul. A bit costly but definitely worth it.",4 stars,moderate,Mughlai restaurant
SUCHITA CHOUDHARY,"Received less quantity than ordered.
Not accepted.",1 star,moderate,Mughlai restaurant
fatima sayyed,One star that  To  for  decoration  food  was not at all good we ordered   mutton  khapsa it Was  having  too  much  salt vry  much  disappointed,1 star,moderate,Mughlai restaurant
Stephin George,Good food! They have these group room divided by curtains. Great for group privacy.,2 stars,moderate,Mughlai restaurant
Aman Singh,Nice Atmosphere. High Food Quality. Reasonable Price. But Service is too slow.,3 stars,moderate,Mughlai restaurant
Amitabh Kumar,Great Roomali rotis. The Murg musallam is delicious and is good enough for 4-5 people .,4 stars,moderate,Mughlai restaurant
Asma Shaikh,I loved the place and its ambience is very nice. The food is also great but the servants are not that friendly.,4 stars,moderate,Mughlai restaurant
Advaith Kamath,Awesome food. Privacy is given. Great ambiance.  Abundant quantity in decent prices.,4 stars,moderate,Mughlai restaurant
Dr. Tasneem H Ibrahim,Food is OK. Service very good. Though feels a little dirty,3 stars,moderate,Mughlai restaurant
vijay nagaonkar,"Finest quality non-vegetarian food served here, IT is one of the oldest hotel in Nerul,new Mumbai.",4 stars,moderate,Mughlai restaurant
PRASHANT YADAV,"Ordered chicken nawaabi
Had to take out 20 cloves out frim the dish …",1 star,moderate,Mughlai restaurant
Nitin Dange,I visited this place with family few days back. The food was too too much oily and the AC room had a foul smell all around.,1 star,moderate,Mughlai restaurant
Himanshu Prajapati,Food was very tasty. Ambience was okay but some stinky smell of attar (perfume) was irritated,4 stars,moderate,Mughlai restaurant
Sartaj Qureshi,Very Good place to eat with family.. Typical muslim restaurant.. Good service and Good taste,5 stars,moderate,Mughlai restaurant
akram patel,Best place to have some awesome meal with ur family n frnds...n ofcours with gf/bf (privacy is good😉) …,5 stars,moderate,Mughlai restaurant
hanna kattukaran,Last night I visited Ahmed bhais with my fly n the taste is a lot awesome. Interior works r a lot good,5 stars,moderate,Mughlai restaurant
Mohit Chendurkar,I visited to the Ahmed bhais place the place is just amazing the quality of the food is just awesome.. love the non veg foods amazing place to visit 😍😋 …,5 stars,moderate,Mughlai restaurant
Abdulkader Lokhandwala,Amazing food!!!! Price is also reasonable however place needs to be well maintained...,4 stars,moderate,Mughlai restaurant
salman aftab,"Service is poor, Food bit expensive, ambience is nice , average taste.",2 stars,moderate,Mughlai restaurant
Chaitanya Bamgude,Last night I visited to Ahmed bhais with my family the taste of the food is amazing to the service is also good must visit is this place,5 stars,moderate,Mughlai restaurant
Navin Mhatre,Excellent food; Chicken boom boom and Malpoa Rabdi were delicious. Interiors could be improved a bit.,4 stars,moderate,Mughlai restaurant
Yash Verma,"The place gives a good ambience of privacy, but the food does not match upto the prices",3 stars,moderate,Mughlai restaurant
Amar K,Stylish food good environment,5 stars,moderate,Mughlai restaurant
Moiz Siddiqui,The food is good but the hygiene could have been better!  Enjoyed the food.,3 stars,moderate,Mughlai restaurant
archanaymore,Good but I don't find anything special... taste is common as other non veg restaurants.,3 stars,moderate,Mughlai restaurant
Rohan Salunkhe,"Very Poor Food Quality Restaurant. If any body goto try this, first do health insurance then try it..",1 star,moderate,Mughlai restaurant
Afaque Momin,Loved the interior and styled food truely tasty non veg food!! a bit expensive,4 stars,moderate,Mughlai restaurant
Kb Menon,Food was wonderful. Ambience was nice and dining here was a totally new experience.,5 stars,moderate,Mughlai restaurant
Ritu B,Very nice place to spend with family n friends... Food is very tasty. You fall in love with food.😋 …,5 stars,moderate,Mughlai restaurant
Praseeta Satheesh,The food there is quite nice.The ambience is nice too.A must visit place.,4 stars,moderate,Mughlai restaurant
sohan mohadikar,One the best restaurants to have nonveg food.Do try chicken patiyala with rumali roti,4 stars,moderate,Mughlai restaurant
imran shaik,Nice place...one of best places In mumbai to eat biryanis,5 stars,moderate,Mughlai restaurant
p k,"Very slow service. Very oily food, testles. Unhygienic",1 star,moderate,Mughlai restaurant
Gautam Pandey,"Price is little high but the quality, quantity and taste of the food is too good",5 stars,moderate,Mughlai restaurant
bharti jadhav,"This place is just amazing to visit with frds the paneer lava, paneer tikka biryani is just amazing and in deserts gulab jamun is the best😍 want to visit the place again and again …",5 stars,moderate,Mughlai restaurant
anila Nair,Best non vegetarian dishes....lip smacking tandoori chicken....,5 stars,moderate,Mughlai restaurant
Vinay Parab,It is a good place . All dishes are good . Food also good . Fast service . Restaurant looks clean,5 stars,moderate,Mughlai restaurant
Shahnawaz Shaikh,"Great ambience, great and tasty food, good service. 4 star because food is little expensive.",4 stars,moderate,Mughlai restaurant
Sanghita Sarkar,Good dishes...we tried bheja and bhuna..they have a huge menu!!!,4 stars,moderate,Mughlai restaurant
Huzefa Mala,Excellent place for Non-veg lovers.. Really loved the reshmi paratha with mehmani chicken,4 stars,moderate,Mughlai restaurant
Tushar Waje,Harbaar jao toh maza he ata h..but long waiting bhi milta h ...,4 stars,moderate,Mughlai restaurant
Khalid Shaikh,Ahmed bhai loved it.. Very tasty special chicken 🐔.. Little costly but nice …,5 stars,moderate,Mughlai restaurant
Umair Khan,😋👍🏻 tasty …,5 stars,moderate,Mughlai restaurant
Deepak Chandran,This is one of the good restaurant in nerul which provide great non veg foods with great ambiance.,5 stars,moderate,Mughlai restaurant
Shaikh Farookh,Excellent good. Restaurant is mostly crowded in weekends and wait time is from 20 to 40 minutes.,5 stars,moderate,Mughlai restaurant
Sejal Sawant,If uh are a non-vegetarian you would rlly love mughlai khapsa 😍 it tastes really good ❤ …,4 stars,moderate,Mughlai restaurant
