Reviewer,Review,Rating,Expense,Type
Gaurav Surana,Perfect place to have a full dinner. Live barbeque and ambience makes everything very live. Non-veg servings makes it difficult for pure veg...,4 stars,expensive,Barbecue restaurant
Karunakaran Narasingam,"BEST place for the weekend and I have been there twice specially for partying
You can get veg non veg
Book before you go",4 stars,expensive,Barbecue restaurant
Partha Saha,Good food but becomes mundane after a couple visit as the main course can work on having some variety,3 stars,expensive,Barbecue restaurant
Mathew Aji Thomas,Very good place for taking your family and friends and enjoy the food..... Very good food both Veg and Non Veg options......,5 stars,expensive,Barbecue restaurant
Mohit gore,"Best quality food for a very reasonable price. Best starters, awesome service and a chill atmosphere !",4 stars,expensive,Barbecue restaurant
Gajanan Gore,As usual loved this place...Amazed with Staff's Hospitality ....,5 stars,expensive,Barbecue restaurant
Shaharban T A,"Awesome service and food.  Best barbeque in Navi Mumbai compared to all other Mahape, Vashi outlets.",5 stars,expensive,Barbecue restaurant
rajeev anand,Real good place to dine with never ending varieties and mouth watering devine taste of everything on table,5 stars,expensive,Barbecue restaurant
say mak,Good food no doubt but walkin guest has a wait Time suggest to book before arrival,4 stars,expensive,Barbecue restaurant
Shireen Alvi,Earlier they use to serve variety of grills now there is no variety,3 stars,expensive,Barbecue restaurant
Ankul Pratap Singh,A good place for party. BBQ always good.,5 stars,expensive,Barbecue restaurant
Nruti Joshi,"With compared to Belapur barbeque nation , ambiance and staff both are average. Verities in desert were limited than Belapur.",3 stars,expensive,Barbecue restaurant
Admin Pro,"Great food and very nice quality of the buffet, but a bit expensive for average people.",4 stars,expensive,Barbecue restaurant
ANIL HEGISTE,Perfect place to dine. Service is damn too good....will try to visit once again..,5 stars,expensive,Barbecue restaurant
Adit Minocha,You should make sure you skip your breakfast if you want to make most of coming here. I only eat 10 starters and 10 desserts and don't fill myself with rice or roti.,5 stars,expensive,Barbecue restaurant
sripriya s,Great food. Great Service!! Rajneesh/Rajesh was very courteous and attentive!!,5 stars,expensive,Barbecue restaurant
vishwas madaan,Good food. A bit expensive. Very crowded difficult to find place on weekends.,4 stars,expensive,Barbecue restaurant
Reena Singh,"Great experience....right from mouth watering food, to courteous staff and amazing ambience....making it a mind blowing experience overall !!!!!",5 stars,expensive,Barbecue restaurant
Ramit Sharma,Awesome ambience...Staff is awesome.. well trained... Very Much Professionals.. Best place to visit in area,5 stars,expensive,Barbecue restaurant
#cool concepts,"Amazing place to hangout, Humble staff and great ambience
Great support by Mr.Kamla !!",5 stars,expensive,Barbecue restaurant
Ritu Sharma,Good restaurant its abudget one i Am sure you will love the food here its delicious and sumptous,4 stars,expensive,Barbecue restaurant
Saba khan,Didnt like the marination of the chicken n prawns.. Place n ambience is good but food is nt upto the mark,3 stars,expensive,Barbecue restaurant
Deep Patil,Great Place and Great Food.,5 stars,expensive,Barbecue restaurant
Bobby Khan,Great place to enjoy BBQ and other delicacies. Nice ambience and service. Highly recommend for those who love BBQ.,5 stars,expensive,Barbecue restaurant
Asif Khan,"Full Paisa Vasool Place if you are visiting this place with your family.
Make sure you opt for Buffet.
You will love their service.",5 stars,expensive,Barbecue restaurant
rhea garg,"Just not expected from BBQ.. 😡
Found cockroach in my rice..
Seriously not expected. …",1 star,expensive,Barbecue restaurant
saquib hamdulay,Excellent service.. thank you nilesh patil (staff) and the manager.. bbq nerul,5 stars,expensive,Barbecue restaurant
Ashok Lehar,Average food and average service the only positive thing was the earnestness with which the staff was trying to do better.,3 stars,expensive,Barbecue restaurant
Balaji Iyengar,"Tasty food and excellent service. I would recommend this joint to everyone. However, the place is very expensive.",5 stars,expensive,Barbecue restaurant
Sanjeet Kashyap,Very bad service ever seen in Barbeque nation .. i will never let my friends to go in this barbeque nation.,1 star,expensive,Barbecue restaurant
Saurabh,"Simply awesome.
I love the deserts these people serve...
Variety of food..and taste is always outstanding",5 stars,expensive,Barbecue restaurant
Shirin Poonawala,BBQ had lived upto it's name. We had the Indian festival wherein we got to taste all the cuisines from kanyakumari to kashmir.,4 stars,expensive,Barbecue restaurant
Amandeep singh,Service and food was awesome. I went there with my friends so many time. Firni was awesome,4 stars,expensive,Barbecue restaurant
mudassir tandel,Do visit,4 stars,expensive,Barbecue restaurant
Uccha Shrva,It's a great place but they sometimes overdo stuff like during the mango festival they had mango Pani Puri.,4 stars,expensive,Barbecue restaurant
Prashant,Mouth watering food available here. May not be very healthy but it ok to have it once in a while. very accessible place.,4 stars,expensive,Barbecue restaurant
Sparrow,"Great service, great food! Awesome for family get togethers and for parties with friends.",5 stars,expensive,Barbecue restaurant
Ms. KDC,Good food and theme.. Pricing is bit high. Sofas need upgradation or improvement as the seats were torn..,3 stars,expensive,Barbecue restaurant
Rehan Ansari,"Service was good, Starters were at their best, desserts was awesome, but the main course was worst.",4 stars,expensive,Barbecue restaurant
Shekhar Kumbhar,Good food. Attentive servers. Nice place to visit with family and/or colleagues.,4 stars,expensive,Barbecue restaurant
Kumar Saurabh,"Staters and desert were good, but main course was a little disappointing. Ambience of the restaurant is nice and service is also upto the mark.",4 stars,expensive,Barbecue restaurant
Srikanth Panchangam,The best Place to Dine !!!! No match to the ambience! It's sone this very unique and soeacial experience with BBQ NATION every time!!!!!,5 stars,expensive,Barbecue restaurant
oindrilla mukherjee,Mind blowing service!!! praiseworthy service by Mr. Nilesh & Mr. Ahmed 👍 …,5 stars,expensive,Barbecue restaurant
Ajit Kumar Pal,Many items were there and all r very tasty . The waiters were also humorus. Enjoyed the tasty foods.,5 stars,expensive,Barbecue restaurant
Abhey Singh,"Awesome starters ,food.and great service.The staff is very friendly.Service is very fast .Loved it and would love to visit again",5 stars,expensive,Barbecue restaurant
anand behere,"Ok food, small place, not great for a big group. Is on a costly side.",3 stars,expensive,Barbecue restaurant
AsLam NaDaf,Loved the food Quality and Service 😊 …,4 stars,expensive,Barbecue restaurant
Shreya Gadre,"Food quality and variety can be improved.
Rest ambience, service, everything was good.",3 stars,expensive,Barbecue restaurant
Ankur Dutta,"One of my favorite places for sea food. The mutton is nice too..Must try the one in Nerul, Navi Mumbai",4 stars,expensive,Barbecue restaurant
yash kumar,Very amazing place to eat with family and friends....food was good,5 stars,expensive,Barbecue restaurant
ANISHA RAY,"Good comfy place, limited variety in d spread offered. Friendly n caring staff.",4 stars,expensive,Barbecue restaurant
dhira divakaran,"It was a average experience, it used to be very nice. Nothing Wow just a grill restaurant. The non veg main course was very limited.",4 stars,expensive,Barbecue restaurant
Nikunj Sawant,"Authentic food, perfect for family, friends gatherings,  parties. Varieties of veg and nonveg dishes available. Dont miss the deserts..",5 stars,expensive,Barbecue restaurant
Padmini singh (Pam),"I love going there, coz there is unlimited food, n some time half price for non Veg n Veg food..Visit once",5 stars,expensive,Barbecue restaurant
Prashant Jadhav,"Superb Experience...
Very Polite staff, well trained as well... …",5 stars,expensive,Barbecue restaurant
kirti satwani,Starters are really good.  But the food is very bad.  So are the deserts . Go there only if u love barbecue. .,3 stars,expensive,Barbecue restaurant
Gaurav Gupta,"Fantastic people and great food.
Best family time hotel book prior recommended.",5 stars,expensive,Barbecue restaurant
ameet kaur,They don't entertain walkins..  the staff at the counter kept telling its full and we don't have a table.. while we did a online booking the tables were free and booking was done easily..  how stupid is that.,1 star,expensive,Barbecue restaurant
nitin kashyap,Gr8 choise of food. Staff is very friendly. Makes you feel at home. Very crowded on weekends n holidays.,5 stars,expensive,Barbecue restaurant
Atty,Getting old and weary. They need some serious makeover,3 stars,expensive,Barbecue restaurant
Globe Wanderer,"This particular outlet is not so good. The quality have deteriorated, and the service level is also not as good as other outlets of them.",2 stars,expensive,Barbecue restaurant
